calculation_id,created_at,status,reason_code,reason,raw_request,product_type,model,width_cm,height_cm,quantity,model_status,fabric,fabric_width_cm,fabric_price,fabric_price_type,fabric_layout,fabric_consumption_m,fabric_cost,recipe_id,operations,extras,operation_cost,known_components_total,retail_price,retail_price_status,explanation
77b33627-91a5-4b73-9804-ae36386fa13f,2026-09-05T14:05:52.159576+00:00,success,,,"{""smoke_test"": true}",curtain,Лаура,100.0,270.0,1,active,Лаура,280,1670,RRC,standard,1.2,2004.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",,625.0,2629.0,2629.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
81076f9b-06ae-4413-879e-b7300388aead,2026-09-05T14:05:52.160103+00:00,success,,,"{""smoke_test"": true}",curtain,Лея,100.0,270.0,1,active,Софт,280,990,RRC,standard,1.2,1188.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",Вышивка с одной стороны: Лея [OP_084]: 2.7 × 910.0 = 2457.0 ₽,625.0,4270.0,4270.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
b5c245d0-22d9-4e23-b52b-4b78d91f96e7,2026-09-05T14:05:52.160613+00:00,success,,,"{""smoke_test"": true}",curtain,Либерти,100.0,270.0,1,active,Софт,280,990,RRC,standard,1.2,1188.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",Вышивка по всей площади: Либерти [OP_069]: 2.7 × 660.0 = 1782.0 ₽,625.0,3595.0,3595.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
c607adbe-4883-4100-aef0-086a569c7f45,2026-09-05T14:05:52.161149+00:00,success,,,"{""smoke_test"": true}",curtain,Лилас,100.0,270.0,1,active,Каспиан/Довер,280,1470,RRC,standard,1.2,1764.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",Вышивка по всей площади: Лилас [OP_070]: 2.7 × 360.0 = 972.0 ₽,625.0,3361.0,3361.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
3a496c47-7108-4d9d-aca6-f0c20e3ee82a,2026-09-05T14:05:52.161673+00:00,success,,,"{""smoke_test"": true}",curtain,Лука,100.0,270.0,1,active,Джерри,300,3465,RRC,standard,1.2,4158.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",Вышивка по всей площади: Лука [OP_075]: 2.7 × 470.0 = 1269.0 ₽,625.0,6052.0,6052.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
51e200f8-21da-4af5-b3c9-37ca566613dd,2026-09-05T14:05:52.162190+00:00,success,,,"{""smoke_test"": true}",curtain,Майкл,100.0,170.0,1,active,Майкл,180,1180,RRC,standard,1.2,1416.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 3.4 × 50.0 = 170.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",,525.0,1941.0,1941.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
5b2eb5bb-c3d5-4175-82b4-d782c2e8791d,2026-09-05T14:05:52.162694+00:00,success,,,"{""smoke_test"": true}",curtain,Мерлин,100.0,270.0,1,active,Мерлин,280,1260,RRC,standard,1.2,1512.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",,625.0,2137.0,2137.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
248d910f-09f9-4838-b8dd-2b783b77119d,2026-09-05T14:05:52.163246+00:00,success,,,"{""smoke_test"": true}",curtain,Мика,100.0,270.0,1,active,Бадди,310,3465,RRC,standard,1.2,4158.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 5.4 × 50.0 = 270.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",Вышивка по всей площади: Мика [OP_078]: 2.7 × 640.0 = 1728.0 ₽,625.0,6511.0,6511.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
aa9ca438-ff2c-424c-bdfd-518a795638db,2026-09-05T14:05:52.163442+00:00,unavailable,PROBLEMATIC_MODEL,Нет привязки к ткани. Расчет временно недоступен.,"{""smoke_test"": true}",curtain,Милли,100.0,200.0,1,problematic,,,,,,,,CURTAIN_BASE,,,,,,,
2d1b2e7b-5884-43b6-b111-fea84267b5bc,2026-09-05T14:05:52.163940+00:00,success,,,"{""smoke_test"": true}",curtain,Минас,100.0,170.0,1,active,Минас,180,1495,RRC,standard,1.2,1794.0,CURTAIN_BASE,"Крепление портьеры: Шторная лента 6 см белая, без слоя [OP_001]: 1.0 × 120.0 = 120.0 ₽; Боковые швы: 2х2 [OP_044]: 3.4 × 50.0 = 170.0 ₽; Нижний шов: 10х10 [OP_060]: 1.0 × 70.0 = 70.0 ₽; Сборка шторной ленты: Стандарт [OP_043]: 1.0 × 35.0 = 35.0 ₽; Упаковка портьеры: Чехол ПВХ/спандбонд + картон [OP_061]: 1.0 × 130.0 = 130.0 ₽",,525.0,2319.0,2319.0,CALCULATED,Высота изделия с технологическим запасом 10 см помещается в ширину ткани; расход равен ширине изделия + 20 см на каждую штору.
